Time: 83.0 [(455.0, 180.0), (536.0, 180.0), (623.0, 180.0), (0.0, 0.0), (0.0, 0.0)]
Time: 84.0 [(449.0, 180.0), (521.0, 180.0), (600.0, 180.0), (761.0, 180.0), (0.0, 0.0)]
Time: 85.0 [(443.0, 180.0), (521.0, 180.0), (600.0, 180.0), (737.0, 180.0), (0.0, 0.0)]
Time: 86.0 [(437.0, 180.0), (521.0, 180.0), (600.0, 180.0), (713.0, 180.0), (0.0, 0.0)]
Time: 87.0 [(431.0, 180.0), (506.0, 180.0), (577.0, 180.0), (689.0, 180.0), (0.0, 0.0)]
Time: 88.0 [(425.0, 180.0), (506.0, 180.0), (577.0, 180.0), (665.0, 180.0), (0.0, 0.0)]
Time: 89.0 [(419.0, 180.0), (491.0, 180.0), (577.0, 180.0), (665.0, 180.0), (0.0, 0.0)]
Time: 90.0 [(413.0, 180.0), (491.0, 180.0), (577.0, 180.0), (665.0, 180.0), (0.0, 0.0)]
Time: 91.0 [(407.0, 180.0), (491.0, 180.0), (577.0, 180.0), (665.0, 180.0), (0.0, 0.0)]
Time: 92.0 [(401.0, 180.0), (476.0, 180.0), (554.0, 180.0), (641.0, 180.0), (0.0, 0.0)]
Time: 93.0 [(395.0, 180.0), (476.0, 180.0), (554.0, 180.0), (641.0, 180.0), (0.0, 0.0)]
Time: 94.0 [(389.0, 180.0), (461.0, 180.0), (531.0, 180.0), (617.0, 180.0), (0.0, 0.0)]
Time: 95.0 [(383.0, 180.0), (461.0, 180.0), (531.0, 180.0), (617.0, 180.0), (761.0, 186.0)]
Time: 96.0 [(377.0, 180.0), (461.0, 180.0), (531.0, 180.0), (617.0, 180.0), (736.0, 186.0)]
Time: 97.0 [(371.0, 180.0), (446.0, 180.0), (531.0, 180.0), (617.0, 180.0), (711.0, 186.0)]
Time: 98.0 [(365.0, 180.0), (446.0, 180.0), (531.0, 180.0), (617.0, 180.0), (711.0, 186.0)]
Time: 99.0 [(359.0, 180.0), (431.0, 180.0), (508.0, 180.0), (593.0, 180.0), (686.0, 186.0)]
Time: 100.0 [(353.0, 180.0), (431.0, 180.0), (508.0, 180.0), (593.0, 180.0), (686.0, 186.0)]
Time: 101.0 [(347.0, 180.0), (431.0, 180.0), (508.0, 180.0), (593.0, 180.0), (686.0, 186.0)]
Time: 102.0 [(341.0, 180.0), (416.0, 180.0), (508.0, 180.0), (593.0, 180.0), (686.0, 186.0)]
Time: 103.0 [(335.0, 180.0), (416.0, 180.0), (508.0, 180.0), (593.0, 180.0), (686.0, 186.0)]
Time: 104.0 [(329.0, 180.0), (401.0, 180.0), (485.0, 180.0), (569.0, 180.0), (661.0, 186.0)]
Time: 105.0 [(323.0, 180.0), (401.0, 180.0), (485.0, 180.0), (569.0, 180.0), (661.0, 186.0)]
Time: 106.0 [(317.0, 180.0), (401.0, 180.0), (485.0, 180.0), (569.0, 180.0), (661.0, 186.0)]
Time: 107.0 [(311.0, 180.0), (386.0, 180.0), (462.0, 180.0), (545.0, 180.0), (636.0, 186.0)]
Time: 108.0 [(305.0, 180.0), (386.0, 180.0), (462.0, 180.0), (545.0, 180.0), (636.0, 186.0)]
Time: 109.0 [(299.0, 180.0), (371.0, 180.0), (462.0, 180.0), (545.0, 180.0), (636.0, 186.0)]
Time: 110.0 [(293.0, 180.0), (371.0, 180.0), (462.0, 180.0), (545.0, 180.0), (636.0, 186.0)]
Time: 111.0 [(287.0, 180.0), (371.0, 180.0), (462.0, 180.0), (545.0, 180.0), (636.0, 186.0)]
Time: 112.0 [(281.0, 180.0), (356.0, 180.0), (439.0, 180.0), (521.0, 180.0), (611.0, 186.0)]
Time: 113.0 [(275.0, 180.0), (356.0, 180.0), (439.0, 180.0), (521.0, 180.0), (611.0, 186.0)]
Time: 114.0 [(269.0, 180.0), (341.0, 180.0), (416.0, 180.0), (497.0, 180.0), (586.0, 186.0)]
Time: 115.0 [(263.0, 180.0), (341.0, 180.0), (416.0, 180.0), (497.0, 180.0), (586.0, 186.0)]
Time: 116.0 [(257.0, 180.0), (341.0, 180.0), (416.0, 180.0), (497.0, 180.0), (586.0, 186.0)]
Time: 117.0 [(251.0, 180.0), (326.0, 180.0), (416.0, 180.0), (497.0, 180.0), (586.0, 186.0)]
Time: 118.0 [(245.0, 180.0), (326.0, 180.0), (416.0, 180.0), (497.0, 180.0), (586.0, 186.0)]
Time: 119.0 [(239.0, 180.0), (311.0, 180.0), (393.0, 180.0), (473.0, 180.0), (561.0, 186.0)]
Time: 120.0 [(233.0, 180.0), (311.0, 180.0), (393.0, 180.0), (473.0, 180.0), (561.0, 186.0)]
Time: 121.0 [(227.0, 180.0), (311.0, 180.0), (393.0, 180.0), (473.0, 180.0), (561.0, 186.0)]
Time: 122.0 [(221.0, 180.0), (296.0, 180.0), (370.0, 180.0), (449.0, 180.0), (536.0, 186.0)]
Time: 123.0 [(215.0, 180.0), (296.0, 180.0), (370.0, 180.0), (449.0, 180.0), (536.0, 186.0)]
Time: 124.0 [(209.0, 180.0), (281.0, 180.0), (370.0, 180.0), (449.0, 180.0), (536.0, 186.0)]
Time: 125.0 [(203.0, 180.0), (281.0, 180.0), (370.0, 180.0), (449.0, 180.0), (536.0, 186.0)]
Time: 126.0 [(197.0, 180.0), (281.0, 180.0), (370.0, 180.0), (449.0, 180.0), (536.0, 186.0)]
Time: 127.0 [(191.0, 180.0), (266.0, 180.0), (347.0, 180.0), (425.0, 180.0), (511.0, 186.0)]
Time: 128.0 [(185.0, 180.0), (266.0, 180.0), (347.0, 180.0), (425.0, 180.0), (511.0, 186.0)]
Time: 129.0 [(179.0, 180.0), (251.0, 180.0), (324.0, 180.0), (401.0, 180.0), (486.0, 186.0)]
Time: 130.0 [(173.0, 180.0), (251.0, 180.0), (324.0, 180.0), (401.0, 180.0), (486.0, 186.0)]
Time: 131.0 [(167.0, 180.0), (251.0, 180.0), (324.0, 180.0), (401.0, 180.0), (486.0, 186.0)]
Time: 132.0 [(161.0, 180.0), (236.0, 180.0), (324.0, 180.0), (401.0, 180.0), (486.0, 186.0)]
Time: 133.0 [(155.0, 180.0), (236.0, 180.0), (324.0, 180.0), (401.0, 180.0), (486.0, 186.0)]
Time: 134.0 [(149.0, 180.0), (221.0, 180.0), (301.0, 180.0), (377.0, 180.0), (461.0, 186.0)]
Time: 135.0 [(143.0, 180.0), (221.0, 180.0), (301.0, 180.0), (377.0, 180.0), (461.0, 186.0)]
Time: 136.0 [(137.0, 180.0), (221.0, 180.0), (301.0, 180.0), (377.0, 180.0), (461.0, 186.0)]
Time: 137.0 [(131.0, 180.0), (206.0, 180.0), (278.0, 180.0), (353.0, 180.0), (436.0, 186.0)]
Time: 138.0 [(125.0, 180.0), (206.0, 180.0), (278.0, 180.0), (353.0, 180.0), (436.0, 186.0)]
Time: 139.0 [(119.0, 180.0), (191.0, 180.0), (278.0, 180.0), (353.0, 180.0), (436.0, 186.0)]
Time: 140.0 [(113.0, 180.0), (191.0, 180.0), (278.0, 180.0), (353.0, 180.0), (436.0, 186.0)]
Time: 141.0 [(107.0, 180.0), (191.0, 180.0), (278.0, 180.0), (353.0, 180.0), (436.0, 186.0)]
Time: 142.0 [(101.0, 180.0), (176.0, 180.0), (255.0, 180.0), (329.0, 180.0), (411.0, 186.0)]
Time: 143.0 [(95.0, 180.0), (176.0, 180.0), (255.0, 180.0), (329.0, 180.0), (411.0, 186.0)]
Time: 144.0 [(0.0, 0.0), (161.0, 180.0), (232.0, 180.0), (305.0, 180.0), (386.0, 186.0)]
Time: 145.0 [(0.0, 0.0), (161.0, 180.0), (232.0, 180.0), (305.0, 180.0), (386.0, 186.0)]
Time: 146.0 [(0.0, 0.0), (161.0, 180.0), (232.0, 180.0), (305.0, 180.0), (386.0, 186.0)]
Time: 147.0 [(0.0, 0.0), (146.0, 180.0), (232.0, 180.0), (305.0, 180.0), (386.0, 186.0)]
Time: 148.0 [(0.0, 0.0), (146.0, 180.0), (232.0, 180.0), (305.0, 180.0), (386.0, 186.0)]
Time: 149.0 [(0.0, 0.0), (131.0, 180.0), (209.0, 180.0), (281.0, 180.0), (361.0, 186.0)]
Time: 150.0 [(0.0, 0.0), (131.0, 180.0), (209.0, 180.0), (281.0, 180.0), (361.0, 186.0)]
Time: 151.0 [(0.0, 0.0), (131.0, 180.0), (209.0, 180.0), (281.0, 180.0), (361.0, 186.0)]
Time: 152.0 [(0.0, 0.0), (116.0, 180.0), (186.0, 180.0), (257.0, 180.0), (336.0, 186.0)]
Time: 153.0 [(0.0, 0.0), (116.0, 180.0), (186.0, 180.0), (257.0, 180.0), (336.0, 186.0)]
Time: 154.0 [(0.0, 0.0), (101.0, 180.0), (186.0, 180.0), (257.0, 180.0), (336.0, 186.0)]
Time: 155.0 [(0.0, 0.0), (101.0, 180.0), (186.0, 180.0), (257.0, 180.0), (336.0, 186.0)]
Time: 156.0 [(0.0, 0.0), (101.0, 180.0), (186.0, 180.0), (257.0, 180.0), (336.0, 186.0)]
Time: 157.0 [(0.0, 0.0), (0.0, 0.0), (163.0, 180.0), (233.0, 180.0), (311.0, 186.0)]
Time: 158.0 [(0.0, 0.0), (0.0, 0.0), (163.0, 180.0), (233.0, 180.0), (311.0, 186.0)]
Time: 159.0 [(0.0, 0.0), (0.0, 0.0), (163.0, 180.0), (233.0, 180.0), (311.0, 186.0)]
Time: 160.0 [(0.0, 0.0), (0.0, 0.0), (163.0, 180.0), (233.0, 180.0), (311.0, 186.0)]
Time: 161.0 [(0.0, 0.0), (0.0, 0.0), (163.0, 180.0), (233.0, 180.0), (311.0, 186.0)]
Time: 162.0 [(0.0, 0.0), (0.0, 0.0), (140.0, 180.0), (233.0, 180.0), (311.0, 186.0)]
Time: 163.0 [(0.0, 0.0), (0.0, 0.0), (140.0, 180.0), (233.0, 180.0), (311.0, 186.0)]
Time: 164.0 [(0.0, 0.0), (0.0, 0.0), (117.0, 180.0), (209.0, 180.0), (286.0, 186.0)]
Time: 165.0 [(0.0, 0.0), (0.0, 0.0), (117.0, 180.0), (209.0, 180.0), (286.0, 186.0)]
Time: 166.0 [(0.0, 0.0), (0.0, 0.0), (117.0, 180.0), (209.0, 180.0), (286.0, 186.0)]
Time: 167.0 [(761.0, 180.0), (0.0, 0.0), (94.0, 180.0), (185.0, 180.0), (261.0, 186.0)]
Time: 168.0 [(743.0, 180.0), (0.0, 0.0), (0.0, 0.0), (161.0, 180.0), (236.0, 186.0)]
Time: 169.0 [(725.0, 180.0), (0.0, 0.0), (0.0, 0.0), (161.0, 180.0), (236.0, 186.0)]
Time: 170.0 [(707.0, 180.0), (0.0, 0.0), (0.0, 0.0), (137.0, 180.0), (211.0, 186.0)]
Time: 171.0 [(689.0, 180.0), (0.0, 0.0), (0.0, 0.0), (113.0, 180.0), (186.0, 186.0)]
Time: 172.0 [(671.0, 180.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0), (161.0, 186.0)]
Time: 173.0 [(653.0, 180.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0), (136.0, 186.0)]
Time: 174.0 [(635.0, 180.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0), (111.0, 186.0)]
Time: 175.0 [(617.0, 180.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0), (111.0, 186.0)]
Time: 176.0 [(599.0, 180.0), (761.0, 186.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0)]
Time: 177.0 [(581.0, 180.0), (744.0, 186.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0)]
Time: 178.0 [(563.0, 180.0), (727.0, 186.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0)]
Time: 179.0 [(545.0, 180.0), (710.0, 186.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0)]
Time: 180.0 [(527.0, 180.0), (693.0, 186.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0)]
Time: 181.0 [(509.0, 180.0), (676.0, 186.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0)]
Time: 182.0 [(491.0, 180.0), (659.0, 186.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0)]
Time: 183.0 [(473.0, 180.0), (642.0, 186.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0)]
Time: 184.0 [(455.0, 180.0), (625.0, 186.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0)]
Time: 185.0 [(437.0, 180.0), (608.0, 186.0), (761.0, 180.0), (0.0, 0.0), (0.0, 0.0)]
Time: 186.0 [(419.0, 180.0), (591.0, 186.0), (732.0, 180.0), (0.0, 0.0), (0.0, 0.0)]
Time: 187.0 [(401.0, 180.0), (574.0, 186.0), (703.0, 180.0), (0.0, 0.0), (0.0, 0.0)]
Time: 188.0 [(383.0, 180.0), (557.0, 186.0), (674.0, 180.0), (0.0, 0.0), (0.0, 0.0)]
Time: 189.0 [(365.0, 180.0), (540.0, 186.0), (645.0, 180.0), (0.0, 0.0), (0.0, 0.0)]
Time: 190.0 [(347.0, 180.0), (523.0, 186.0), (616.0, 180.0), (761.0, 180.0), (0.0, 0.0)]
Time: 191.0 [(329.0, 180.0), (506.0, 186.0), (587.0, 180.0), (751.0, 180.0), (0.0, 0.0)]
Time: 192.0 [(311.0, 180.0), (489.0, 186.0), (587.0, 180.0), (741.0, 180.0), (0.0, 0.0)]
Time: 193.0 [(293.0, 180.0), (472.0, 186.0), (558.0, 180.0), (731.0, 180.0), (0.0, 0.0)]
Time: 194.0 [(275.0, 180.0), (455.0, 186.0), (529.0, 180.0), (721.0, 180.0), (0.0, 0.0)]
Time: 195.0 [(257.0, 180.0), (438.0, 186.0), (529.0, 180.0), (711.0, 180.0), (0.0, 0.0)]
Time: 196.0 [(239.0, 180.0), (421.0, 186.0), (500.0, 180.0), (701.0, 180.0), (0.0, 0.0)]
Time: 197.0 [(221.0, 180.0), (404.0, 186.0), (500.0, 180.0), (691.0, 180.0), (0.0, 0.0)]
Time: 198.0 [(203.0, 180.0), (387.0, 186.0), (471.0, 180.0), (681.0, 180.0), (0.0, 0.0)]
Time: 199.0 [(185.0, 180.0), (370.0, 186.0), (442.0, 180.0), (671.0, 180.0), (0.0, 0.0)]
Time: 200.0 [(167.0, 180.0), (353.0, 186.0), (442.0, 180.0), (661.0, 180.0), (0.0, 0.0)]
Time: 201.0 [(149.0, 180.0), (336.0, 186.0), (413.0, 180.0), (651.0, 180.0), (0.0, 0.0)]
Time: 202.0 [(131.0, 180.0), (319.0, 186.0), (413.0, 180.0), (641.0, 180.0), (0.0, 0.0)]
Time: 203.0 [(113.0, 180.0), (302.0, 186.0), (384.0, 180.0), (631.0, 180.0), (0.0, 0.0)]
Time: 204.0 [(95.0, 180.0), (285.0, 186.0), (355.0, 180.0), (621.0, 180.0), (0.0, 0.0)]
Time: 205.0 [(0.0, 0.0), (268.0, 186.0), (355.0, 180.0), (611.0, 180.0), (761.0, 180.0)]
Time: 206.0 [(0.0, 0.0), (251.0, 186.0), (326.0, 180.0), (601.0, 180.0), (736.0, 180.0)]
Time: 207.0 [(0.0, 0.0), (234.0, 186.0), (326.0, 180.0), (591.0, 180.0), (711.0, 180.0)]
Time: 208.0 [(0.0, 0.0), (217.0, 186.0), (297.0, 180.0), (581.0, 180.0), (686.0, 180.0)]
Time: 209.0 [(0.0, 0.0), (200.0, 186.0), (297.0, 180.0), (571.0, 180.0), (661.0, 180.0)]
Time: 210.0 [(0.0, 0.0), (183.0, 186.0), (268.0, 180.0), (561.0, 180.0), (636.0, 180.0)]
Time: 211.0 [(0.0, 0.0), (166.0, 186.0), (239.0, 180.0), (551.0, 180.0), (636.0, 180.0)]
Time: 212.0 [(0.0, 0.0), (149.0, 186.0), (239.0, 180.0), (541.0, 180.0), (611.0, 180.0)]
Time: 213.0 [(761.0, 180.0), (132.0, 186.0), (210.0, 180.0), (531.0, 180.0), (611.0, 180.0)]
Time: 214.0 [(747.0, 180.0), (115.0, 186.0), (210.0, 180.0), (521.0, 180.0), (611.0, 180.0)]
Time: 215.0 [(733.0, 180.0), (98.0, 186.0), (181.0, 180.0), (511.0, 180.0), (586.0, 180.0)]
Time: 216.0 [(719.0, 180.0), (0.0, 0.0), (152.0, 180.0), (501.0, 180.0), (586.0, 180.0)]
Time: 217.0 [(705.0, 180.0), (0.0, 0.0), (152.0, 180.0), (491.0, 180.0), (561.0, 180.0)]
Time: 218.0 [(691.0, 180.0), (0.0, 0.0), (123.0, 180.0), (481.0, 180.0), (561.0, 180.0)]
Time: 219.0 [(677.0, 180.0), (0.0, 0.0), (123.0, 180.0), (471.0, 180.0), (561.0, 180.0)]
Time: 220.0 [(663.0, 180.0), (0.0, 0.0), (94.0, 180.0), (461.0, 180.0), (536.0, 180.0)]
Time: 221.0 [(649.0, 180.0), (0.0, 0.0), (94.0, 180.0), (451.0, 180.0), (536.0, 180.0)]
Time: 222.0 [(635.0, 180.0), (0.0, 0.0), (0.0, 0.0), (441.0, 180.0), (511.0, 180.0)]
Time: 223.0 [(621.0, 180.0), (0.0, 0.0), (0.0, 0.0), (431.0, 180.0), (511.0, 180.0)]
Time: 224.0 [(607.0, 180.0), (0.0, 0.0), (0.0, 0.0), (421.0, 180.0), (511.0, 180.0)]
Time: 225.0 [(593.0, 180.0), (761.0, 180.0), (0.0, 0.0), (411.0, 180.0), (486.0, 180.0)]
Time: 226.0 [(579.0, 180.0), (740.0, 180.0), (0.0, 0.0), (401.0, 180.0), (486.0, 180.0)]
Time: 227.0 [(565.0, 180.0), (719.0, 180.0), (0.0, 0.0), (391.0, 180.0), (461.0, 180.0)]
Time: 228.0 [(551.0, 180.0), (698.0, 180.0), (0.0, 0.0), (381.0, 180.0), (461.0, 180.0)]
Time: 229.0 [(537.0, 180.0), (677.0, 180.0), (0.0, 0.0), (371.0, 180.0), (461.0, 180.0)]
